old,new
encroûté,encrouté
encroûtée,encroutée
enfaîtement,enfaitement
enfûtage,enfutage
ensorcellent,ensorcèlent
entraîna,entraina
entraînable,entrainable
entraînai,entrainai
entraînaient,entrainaient
entraînait,entrainait
entraînant,entrainant
entraînante,entrainante
entraînasse,entrainasse
entraîne,entraine
entraînement,entrainement
entraînent,entrainent
entraîner,entrainer
entraînera,entrainera
entraînerai,entrainerai
entraîneraient,entraineraient
entraînerait,entrainerait
entraînerez,entrainerez
entraîneriez,entraineriez
entraîneront,entraineront
entraîneur,entraineur
entraîneure,entraineure
entraîneuse,entraineuse
entraînez,entrainez
entraîniez,entrainiez
entraînons,entrainons
entraînât,entrainât
entraînèrent,entrainèrent
entraîné,entrainé
entraînée,entrainée
entrereconnaître,entrereconnaitre
entrevoûter,entrevouter
entr’appeler,entrappeler
entr’attendre,entrattendre
entr’entendre,entrentendre
entr’éprouver,entréprouver
envoûtaient,envoutaient
envoûtait,envoutait
envoûtant,envoutant
envoûtante,envoutante
envoûte,envoute
envoûtement,envoutement
envoûter,envouter
envoûteras,envouteras
envoûteur,envouteur
envoûté,envouté
envoûtée,envoutée
espérerai,espèrerai
espérerait,espèrerait
eussé,eussè
ex-libris,exlibris
ex-maître,ex-maitre
ex-quincaillier,ex-quincailler
ex-strip-teaseuse,ex-stripteaseuse
exagérerais,exagèrerais
exagérerait,exagèrerait
exagérerons,exagèrerons
exaspérera,exaspèrera
exaspéreraient,exaspèreraient
exaspérerait,exaspèrerait
excrétera,excrètera
excédera,excèdera
exiguë,exigüe
exiguïté,exigüité
exonérera,exonèrera
extremums,extrémums
fac-similé,facsimilé
fair-play,fairplay
favela,favéla
faîne,faine
faîtage,faitage
faîte,faite
faîteau,faiteau
faîteaux,faiteaus
faîtes-la-moi,faites-la-moi
faîtiers,faitiers
faîtière,faitière
fedayin,fédayin
feria,féria
ferries,ferrys
feuillettement,feuillètement
feuillettent,feuillètent
ficellerait,ficèlerait
flashes,flashs
flûta,fluta
flûte,flute
flûter,fluter
flûtiau,flutiau
flûtiste,flutiste
flûté,fluté
flûtée,flutée
forpaître,forpaitre
fourre-tout,fouretout
fraîche,fraiche
fraîchement,fraichement
fraîcheur,fraicheur
fraîchi,fraichi
fraîchir,fraichir
fraîchira,fraichira
fraîchissait,fraichissait
fraîchissant,fraichissant
fraîchissent,fraichissent
fraîchit,fraichit
frou-frou,froufrou
frous-frous,froufrous 
fusarolle,fusarole
fussé,fussè
fénelonienne,fènelonienne
féveroles,fèveroles
fût,fut
fûtier,futier
gageure,gageüre
gaiement,gaiment
gailleterie,gaillèterie
ganaderia,ganadéria
gangreneuse,gangréneuse
gardes-barrières,garde-barrières
gardes-chasse,garde-chasse
gardes-chiourme,garde-chiourmes
gardes-chiourmes,garde-chiourmes
gardes-côtes,garde-côtes
gardes-françaises,garde-françaises
gardes-frontières,garde-frontières
gardes-voies,garde-voies
garrottages,garrotages
gaîment,gaiment
gaîté,gaité
gelinotte,gélinote
globe-trotter,globetroteur
gobeleterie,gobelèterie
gobette,gobète
goulûment,goulument
goût,gout
goûta,gouta
goûtables,goutables
goûtai,goutai
goûtaient,goutaient
goûtait,goutait
goûtant,goutant
goûte,goute
goûtent,goutent
goûter,gouter
goûtera,goutera
goûterai,gouterai
goûterait,gouterait
goûterez,gouterez
goûterons,gouterons
goûteront,gouteront
goûteur,gouteur
goûteuse,gouteuse
goûteux,gouteus
goûtez,goutez
goûtiez,goutiez
goûtions,goutions
goûtons,goutons
goûtâmes,goutâmes
goûtèrent,goutèrent
goûté,gouté
goûtée,goutée
graffito,grafiti
graineteries,grainèteries
grand-maître,grand-maitre
gri-gri,grigri
gris-gris,grigris 
grizzlies,grizzlys
grommelle,gromèle
grommellent,gromèlent
grommellerait,gromèlerait
guérillera,guérilléra
guérillero,guérilléro
gérera,gèrera
gérerai,gèrerai
gérerez,gèrerez
géreriez,gèreriez
gîta,gita
gîtait,gitait
gîte,gite
gîtent,gitent
gîter,giter
gîtera,gitera
gîterons,giterons
gîtologie,gitologie
gîté,gité
hache-paille,hache-pailles
hand-ball,handbal
hara-kiri,arakiri
hardillier,hardiller
haschich,hachich
haut-parleur,hautparleur
hindou,indou
hindouiser,indouiser
hindouisme,indouisme
hindouiste,indouiste
hooliganisme,houliganisme
hors-bord,hors-bords
hors-piste,hors-pistes
hot-dog,hotdog
huître,uitre
huîtrier,uitrier
huîtrière,uitrière
huîtrières,huitrières
huîtrées,huitrés
huîtrés,huitrés
hébétement,ébètement
ikebana,ikébana
imbrûlé,imbrulé
impresario,imprésario
incongrûment,incongrument
indécelable,indècelable
indûment,indument
inquiétera,inquiètera
inquiéterai,inquièterai
inquiéteraient,inquièteraient
inquiéterait,inquièterait
inquiéteriez,inquièteriez
inquiéteront,inquièteront
insérera,insèrera
insérerait,insèrerait
insérerons,insèrerons
intercédera,intercèdera
intercéderai,intercèderai
interpella,interpela
interpellai,interpelai
interpellaient,interpelaient
interpellait,interpelait
interpeller,interpeler
interpellez,interpelez
interpellèrent,interpelèrent
interpellé,interpelé
interpellée,interpelée
interprétera,interprètera
interpréteraient,interprèteraient
interpréterait,interprèterait
interpréteriez,interprèteriez
interviewer,intervieweur
intégrera,intègrera
intégrerais,intègrerais
intégrerez,intègrerez
intégreront,intègreront
ipécacuanha,ipécacuana
jazzmen,jazzmans
jeûna,jeuna
jeûnaient,jeunaient
jeûnait,jeunait
jeûnant,jeunant
jeûnent,jeunent
jeûner,jeuner
jeûnerai,jeunerai
jeûnerait,jeunerait
jeûneras,jeuneras
jeûnerons,jeunerons
jeûneurs,jeuneurs
jeûnez,jeunez
jeûné,jeuné
joaillier,joailler
joaillière,joaillère
jumellera,jumèlera
kabbales,cabales
kabbalistes,cabalistes
kabbalistiques,cabalistiques
kakemono,kakémono
kebab,kébab
kibboutzim,kiboutz
kitsch,kitch
ladies,ladys
laissés-pour-compte,laissés-pour-comptes
largo,largos
laîche,laiche
leitmotive,leitmotivs
levreau,levraut
libero,libéro
libérera,libèrera
libérerai,libèrerai
libéreraient,libèreraient
libérerait,libèrerait
libérerez,libèrerez
libérerons,libèrerons
libéreront,libèreront
lieder,lieds
lieuxdits,lieudits
listeria,listéria
llanero,llanéro
lobbies,lobbys
lorries,lorrys
louveteries,louvèteries
léchera,lèchera
lécherai,lècherai
lécherait,lècherait
lécheront,lècheront
ma-jong,majong
maharadjahs,maaradjas
maharajahs,maaradjas
maharajas,maaradjas
mange-tout,mangetout
maraîcher,maraicher
maraîchère,maraichère
marguillier,marguiller
marguillière,marguillère
marketing,markéting
marqueteries,marquèteries
marquette,marquète
marquettent,marquètent
mass media,mass médias
matches,matchs
maxima,maximums
maître,maitre
maître queux,maitre queux
maître-assistant,maitre-assistant
maître-autel,maitre-autel
maître-chanteur,maitre-chanteur
maître-chien,maitre-chien
maître-coq,maitre-coq
maître-nageur,maitre-nageur
maître-à-danser,maitre-à-danser
maîtresse,maitresse
maîtrisa,maitrisa
maîtrisable,maitrisable
maîtrisaient,maitrisaient
maîtrisais,maitrisais
maîtrisait,maitrisait
maîtrisant,maitrisant
maîtrise,maitrise
maîtrisent,maitrisent
maîtriser,maitriser
maîtrisera,maitrisera
maîtriserai,maitriserai
maîtriseraient,maitriseraient
maîtriserait,maitriserait
maîtriserez,maitriserez
maîtriseriez,maitriseriez
maîtriserons,maitriserons
maîtriseront,maitriseront
maîtrisez,maitrisez
maîtrisiez,maitrisiez
maîtrisions,maitrisions
maîtrisons,maitrisons
maîtrisèrent,maitrisèrent
maîtrisé,maitrisé
maîtrisée,maitrisée
media,média
mehalla,méhalla
mi-août,mi-aout
mi-cloître,mi-cloitre
mille-feuille,milefeuille
mini-chaîne,mini-chaine
minima,minimums
moderato,modérato
modéreras,modèreras
monosaccharides,monosaccarides
morcellent,morcèlent
morcellera,morcèlera
moto-cross,motocross
mousqueterie,mousquèterie
moût,mout
muguette,muguète
musellerait,musèlerait
muserolle,muserole
méconnaîtra,méconaitra
méconnaître,méconaitre
mégasécheresse,mégasècheresse
méli-mélo,mélimélo
mélis-mélos,mélimélos 
méprenais,mèprenais
méprenait,mèprenait
méprenant,mèprenant
méprenez,mèprenez
mépreniez,mèpreniez
mû,mu
mûre,mure
mûrement,murement
mûreraie,mureraie
mûri,muri
mûrie,murie
mûrier,murier
mûriforme,muriforme
mûrir,murir
mûrira,murira
mûriraient,muriraient
mûrirez,murirez
mûrissage,murissage
mûrissaient,murissaient
mûrissait,murissait
mûrissant,murissant
mûrissante,murissante
mûrisse,murisse
mûrissement,murissement
mûrissent,murissent
mûrisserie,murisserie
mûrit,murit
mûron,muron
mûrs,murs
naquît,naquit
naît,nait
naîtra,naitra
naîtrai,naitrai
naîtraient,naitraient
naîtrait,naitrait
naître,naitre
naîtrions,naitrions
naîtront,naitront
nickelle,nickèle
nivellent,nivèlent
nocebo,nocébo
non-événement,non-évènement
noroît,noroit
oignon,ognon
opérera,opèrera
opérerai,opèrerai
opéreraient,opèreraient
opérerait,opèrerait
opérerez,opèrerez
opérerons,opèrerons
opéreront,opèreront
ouillière,ouillère
ouvre-boîte,ouvre-boite
paellas,paélias
pagaye,pagaille
pagayer,pagailler
pagayeur,pagailleur
pagayez,pagaillez
pagaïe,pagaille
paneterie,panèterie
pankas,pancas
paracanoë,paracanoé
paraît,parait
paraîtra,paraitra
paraîtrai,paraitrai
paraîtraient,paraitraient
paraîtrait,paraitrait
paraître,paraitre
paraîtrez,paraitrez
paraîtront,paraitront
parqueteries,parquèteries
paît,pait
paître,paitre
paîtront,paitront
pedigree,pédigrée
peillier,peiller
peillière,peillère
pellette,pélète
penalties,pénaltis
penalty,pénalti
pennies,pennys
perestroïka,pérestroïka
persévérerai,persévèrerai
persévérerait,persévèrerait
peseta,péséta
peso,péso
petit-maître,petit-maitre
ping-pong,pingpong
pipe-line,pipeline
pique-nique,piquenique
piqûre,piqure
pizzeria,pizzéria
piégerai,piègerai
piégerait,piègerait
piégerez,piègerez
piégeront,piègeront
piétement,piètement
placebo,placébo
plate-bande,platebande
plates-bandes,platebandes
plaît,plait
poche-revolver,poche-révolver
porte-clé,porteclé
porte-crayon,portecrayon
porte-mine,portemine
porte-voix,portevois
portfolio,portefolio
possédera,possèdera
posséderai,possèderai
posséderaient,possèderaient
posséderait,possèderait
posséderez,possèderez
posséderont,possèderont
pot-pourri,potpouri
pots-pourris,potpouris
pouce-pied,poucepied
pouillier,pouiller
pousse-cailloux,pousse-caillou
poétereau,poètereau
premier-maître,premier-maitre
presqu'île,presqu'ile
presqu’île,presqu’ile
procédera,procèdera
procéderaient,procèderaient
procéderais,procèderais
procéderait,procèderait
procéderez,procèderez
procéderiez,procèderiez
procéderons,procèderons
procéderont,procèderont
proféreraient,profèreraient
proliférera,prolifèrera
proscenium,proscénium
prospérera,prospèrera
prospéreraient,prospèreraient
protégera,protègera
protégerai,protègerai
protégeraient,protègeraient
protégerait,protègerait
protégerez,protègerez
protégeriez,protègeriez
protégerons,protègerons
protégeront,protègeront
proxies,proxys
prud'homme,prudome
prud’homies,prudhommies
prud’hommes,prudomes
préconnaître,préconnaitre
précédera,précèdera
précéderai,précèderai
précéderaient,précèderaient
précéderait,précèderait
précéderions,précèderions
préférera,préfèrera
préférerai,préfèrerai
préféreraient,préfèreraient
préférerait,préfèrerait
préférerez,préfèrerez
préféreriez,préfèreriez
préférerions,préfèrerions
préféreront,préfèreront
pudding,pouding
puissé,puissè
puîné,puiné
puînée,puinée
pécherai,pècherai
pécherait,pècherait
pécheresse,pècheresse
pédezouille,pèdezouille
pénétrera,pénètrera
pénétrerai,pénètrerai
pénétreraient,pénètreraient
pénétrerait,pénètrerait
pénétrerons,pénètrerons
pénétreront,pénètreront
pétera,pètera
péterai,pèterai
péterait,pèterait
pétrodiesel,pétrodiésel
pêle-mêle,pêlemêle
quartier-maître,quartier-maitre
quartiers-maîtres,quartiers-maitres
quebracho,québracho
quillier,quiller
quincaillier,quincailler
quincaillière,quincaillère
quote-part,quotepart
rafraîchi,rafraichi
rafraîchie,rafraichie
rafraîchir,rafraichir
rafraîchira,rafraichira
rafraîchirais,rafraichirais
rafraîchirait,rafraichirait
rafraîchirent,rafraichirent
rafraîchiront,rafraichiront
rafraîchissaient,rafraichissaient
rafraîchissais,rafraichissais
rafraîchissait,rafraichissait
rafraîchissant,rafraichissant
rafraîchissante,rafraichissante
rafraîchisse,rafraichisse
rafraîchissement,rafraichissement
rafraîchissent,rafraichissent
rafraîchisseur,rafraichisseur
rafraîchissez,rafraichissez
rafraîchissoir,rafraichissoir
rafraîchissons,rafraichissons
rafraîchit,rafraichit
ragoût,ragout
ragoûtant,ragoutant
ragoûtante,ragoutante
ranches,ranchs
rapiécerait,rapiècerait
rasseoir,rassoir
rassérénera,rassérènera
re-connaître,re-connaitre
realpolitik,réalpolitique
rebrûlé,rebrulé
receler,recéler
receleur,recéleur
receleuse,recéleuse
recelé,recélé
recelée,recélée
recepage,recépage
recloîtrer,recloitrer
reconnaît,reconait
reconnaîtra,reconaitra
reconnaîtrai,reconaitrai
reconnaîtraient,reconaitraient
reconnaîtrait,reconaitrait
reconnaître,reconaitre
reconnaîtrez,reconaitrez
reconnaîtriez,reconaitriez
reconnaîtrions,reconaitrions
reconnaîtrons,reconaitrons
reconnaîtront,reconaitront
recroîtra,recroitra
recroîtrai,recroitrai
recroîtraient,recroitraient
recroîtrait,recroitrait
recroître,recroitre
recroîtrez,recroitrez
recroîtriez,recroitriez
recroîtrions,recroitrions
recroîtrons,recroitrons
recroîtront,recroitront
recélerait,recèlerait
redisparaître,redisparaitre
redécroîtra,redécroitra
redécroîtrai,redécroitrai
redécroîtraient,redécroitraient
redécroîtrait,redécroitrait
redécroître,redécroitre
redécroîtrez,redécroitrez
redécroîtriez,redécroitriez
redécroîtrions,redécroitrions
redécroîtrons,redécroitrons
redécroîtront,redécroitront
redîna,redina
redîner,rediner
referendum,référendum
reflétera,reflètera
refléteraient,reflèteraient
refléterait,reflèterait
refrènement,réfrènement
refréner,réfréner
refrénerait,réfrènerait
refréné,réfréné
regoûtaient,regoutaient
regoûtais,regoutais
regoûtait,regoutait
regoûter,regouter
regoûté,regouté
regîter,regiter
regîtons,regitons
regîtâmes,regitâmes
relais,relai
remboîtage,remboitage
remboîtement,remboitement
remboîter,remboiter
remûrir,remurir
renaît,renait
renaîtra,renaitra
renaîtrai,renaitrai
renaîtraient,renaitraient
renaîtrait,renaitrait
renaître,renaitre
renaîtrez,renaitrez
renaîtrons,renaitrons
renaîtront,renaitront
rencloîtrai,rencloitrer
rencloîtrer,rencloitrer
rencloîtrez,rencloitrer
rencloîtré,rencloitrer
rencloîtrée,rencloitrer
renfaîtage,renfaitage
renouvellent,renouvèlent
renouvellera,renouvèlera
renouvellerai,renouvèlerai
renouvellerait,renouvèlerait
renouvellerons,renouvèlerons
renouvelleront,renouvèleront
rentraînées,rentrainées
reparaît,reparait
reparaîtra,reparaitra
reparaîtrait,reparaitrait
reparaître,reparaitre
repaît,repait
repaître,repaitre
repersifler,repersiffler
repérera,repèrera
repérerai,repèrerai
repéreraient,repèreraient
repérerait,repèrerait
repérerons,repèrerons
repéreront,repèreront
ressemellent,ressemèlent
retransparaître,retransparaitre
retraînas,retrainas
revolver,révolver
revolvériser,révolvériser
reître,reitre
ripieno,ripiéno
risque-tout,risquetout
rocker,rockeur
romancero,romancéro
rongeure,rongeüre
rouspétera,rouspètera
rugbymen,rugbymans
ruissellent,ruissèlent
ruissellerait,ruissèlerait
rushes,rushs
réaccroîtra,réaccroitra
réaccroîtrai,réaccroitrai
réaccroîtraient,réaccroitraient
réaccroîtrait,réaccroitrait
réaccroîtrez,réaccroitrez
réaccroîtriez,réaccroitriez
réaccroîtrions,réaccroitrions
réaccroîtrons,réaccroitrons
réaccroîtront,réaccroitront
réaffûtée,réafutée
réalpolitik,réalpolitique
réapparaît,réaparait
réapparaîtra,réaparaitra
réapparaîtrai,réaparaitrai
réapparaîtraient,réaparaitraient
réapparaîtrait,réaparaitrait
réapparaître,réaparaitre
réapparaîtront,réaparaitront
récupérera,récupèrera
récupérerai,récupèrerai
récupérerait,récupèrerait
récupérerez,récupèrerez
récupérerons,récupèrerons
récupéreront,récupèreront
réentraîner,réentrainer
référera,réfèrera
référerai,réfèrerai
référerez,réfèrerez
réglementai,règlementai
réglementaire,règlementaire
réglementairement,règlementairement
réglementait,règlementait
réglementant,règlementant
réglementarisme,règlementarisme
réglementariste,règlementariste
réglementation,règlementation
réglemente,règlemente
réglementer,règlementer
réglementez,règlementez
réglementé,règlementé
réglementée,règlementée
réglera,règlera
réglerai,règlerai
réglerait,règlerait
